priority,use,topics,dewlab_tutorials,channel,title,note,minutes,format,url,nebula_url,views,video_id
A,companion,design & accessibility,planning-a-site; critique-and-reflection,Tantacrul,Music Software & Interface Design: MuseScore,Music software and interface design: MuseScore,33.6,explainer,https://www.youtube.com/watch?v=4hZxo96x48A,https://nebula.tv/videos/tantacrul-music-software-interface-design-musescore/,956000,4hZxo96x48A
A,companion,exponentials & logarithms,doubling-and-halving,3Blue1Brown,Exponential growth and epidemics,Exponential growth and epidemics,8.9,explainer,https://www.youtube.com/watch?v=Kas0tIxDvrg,,6000000,Kas0tIxDvrg
A,companion,exponentials & logarithms; algebra & equations,doubling-and-halving; numbers-and-their-families,3Blue1Brown,Triangle of Power,"Triangle of Power: one notation for powers, roots and logs",7.7,explainer,https://www.youtube.com/watch?v=sULa9Lc4pck,,810000,sULa9Lc4pck
A,companion,exponentials & logarithms,doubling-and-halving,Primer,How life grows exponentially,How life grows exponentially,8.8,explainer,https://www.youtube.com/watch?v=mMc_z1r96gs,,1400000,mMc_z1r96gs
A,companion,exponentials & logarithms,doubling-and-halving,Steve Mould,Exponential decay - why your fidget spinner won't spin for longer,Exponential decay: why a fidget spinner won't spin longer,10.8,explainer,https://www.youtube.com/watch?v=G7hh42AgBlQ,,331000,G7hh42AgBlQ
A,companion,exponentials & logarithms,doubling-and-halving; numbers-and-their-families,Welch Labs,The Most Useful Curve in Mathematics [Logarithms],Logarithms: the most useful curve in mathematics,23.7,explainer,https://www.youtube.com/watch?v=OjIwCOevUew,,478000,OjIwCOevUew
A,companion,exponentials & logarithms; statistics & data,doubling-and-halving; storing-and-computing,xkcd's What If?,What if you tried to print Wikipedia?,What if you tried to print Wikipedia? Estimation with big numbers,3.0,explainer,https://www.youtube.com/watch?v=RgBYohJ7mIk,,2900000,RgBYohJ7mIk
A,build seed,games & puzzles; algorithms & complexity; probability,project-ideas,Steve Mould,2048 strategy and maths,2048 strategy and maths,24.5,explainer,https://www.youtube.com/watch?v=OO4tA5i7X9g,,651000,OO4tA5i7X9g
A,companion,geometry; trigonometry & waves; history,how-tall-is-that-tree; solving-triangles,Howtown,How do we know Earth's circumference?,How do we know Earth's circumference? Eratosthenes' shadow angle,14.6,investigation,https://www.youtube.com/watch?v=CzncKN2AO30,,386000,CzncKN2AO30
A,companion,graphs & pathfinding; algorithms & complexity,mixed-algorithms-that-scale,Reducible,A* Search: How Your Map Applications Find Shortest Routes,A* search: how map apps find shortest routes,16.3,explainer,https://www.youtube.com/watch?v=88I6IidylGc,,99000,88I6IidylGc
A,companion,graphs & pathfinding; algorithms & complexity,finding-things; mixed-algorithms-that-scale,Reducible,Breadth First Search (BFS): Visualized and Explained,"Breadth-first search, visualised (10 min)",10.7,explainer,https://www.youtube.com/watch?v=xlVX7dXLS64,,393000,xlVX7dXLS64
A,companion,graphs & pathfinding; Markov chains & language models; matrices & vectors,where-chains-lead,Reducible,PageRank: A Trillion Dollar Algorithm,"PageRank: a random surfer settles into a steady state, which is the Markov chain tutorial exactly",25.4,explainer,https://www.youtube.com/watch?v=JGQe4kiPnrU,,191000,JGQe4kiPnrU
A,companion,graphs & pathfinding; algorithms & complexity,mixed-algorithms-that-scale,Sebastian Lague,A* Pathfinding (E01: algorithm explanation),A* pathfinding: the algorithm explained (11 min),11.7,coding project,https://www.youtube.com/watch?v=-L-WgKMFuhE,,2200000,-L-WgKMFuhE
A,companion,graphs & pathfinding; algorithms & complexity,mixed-algorithms-that-scale,Spanning Tree,How Dijkstra's Algorithm Works,How Dijkstra's algorithm works (8 min),8.5,explainer,https://www.youtube.com/watch?v=EFg3u_E6eHU,,2000000,EFg3u_E6eHU
A,companion,graphs & pathfinding; Markov chains & language models,where-chains-lead,Spanning Tree,How Google's PageRank Algorithm Works,How PageRank works (5 min),5.3,explainer,https://www.youtube.com/watch?v=meonLcN7LD4,,180000,meonLcN7LD4
A,companion,graphs & pathfinding; algorithms & complexity,mixed-algorithms-that-scale,Veritasium,Google Maps is unreasonably fast. Let me explain,"Google Maps is unreasonably fast: Dijkstra, A* and shortcuts",29.9,explainer,https://www.youtube.com/watch?v=kS-CGkiPetQ,,,kS-CGkiPetQ
A,companion,graphs & pathfinding; algorithms & complexity,finding-things; mixed-algorithms-that-scale,Veritasium,The Fastest Maze-Solving Competition On Earth,"Micromouse: the fastest maze-solving competition, flood fill in action",25.4,explainer,https://www.youtube.com/watch?v=ZMQbHMgK2rw,,25000000,ZMQbHMgK2rw
A,companion,history; algebra & equations,rules-with-letters-in-them; how-we-got-here,Ben Syversen,"Why Did It Take 1,877 Years to Invent x²?","Why it took 1,877 years to invent x squared: the history of algebraic notation",27.3,explainer,https://www.youtube.com/watch?v=uIQzkLTI2MU,,331000,uIQzkLTI2MU
A,companion,history; how computers work,where-programming-came-from; how-we-got-here,Branch Education,The Incredible Evolution of Computers,The incredible evolution of computers,33.6,explainer,https://www.youtube.com/watch?v=aa6YISbAJEA,https://nebula.tv/videos/brancheducation-the-incredible-evolution-of-computers/,833000,aa6YISbAJEA
A,companion,history; how computers work,where-programming-came-from,CrashCourse,Early Computing: Crash Course Computer Science #1,Computer Science 1: early computing,11.9,lesson series,https://www.youtube.com/watch?v=O5nskjZ_GoI,,4500000,O5nskjZ_GoI
A,companion,history; programming practice,where-programming-came-from,CrashCourse,Early Programming: Crash Course Computer Science #10,Computer Science 10: early programming,9.4,lesson series,https://www.youtube.com/watch?v=nwDq4adJwzM,,873000,nwDq4adJwzM
A,companion,history; programming practice,how-we-got-here; many-languages-one-idea,CrashCourse,The First Programming Languages: Crash Course Computer Science #11,Computer Science 11: the first programming languages,11.9,lesson series,https://www.youtube.com/watch?v=RU1u-js7db8,,1200000,RU1u-js7db8
A,companion,history; how computers work; data files & databases,where-programming-came-from,Stand-up Maths,The 1890 US Census and the history of punchcard computing [feat. Grant of 3blue1brown fame],The 1890 US census and punch-card computing,20.8,explainer,https://www.youtube.com/watch?v=YBnBAzrWeF0,,152000,YBnBAzrWeF0
A,companion,history; how computers work; logic,where-programming-came-from; how-we-got-here,Up and Atom,Turing Machines - How Computer Science Was Created By Accident,Turing machines: how computer science was created by accident,17.1,explainer,https://www.youtube.com/watch?v=PLVCscCY4xI,,401000,PLVCscCY4xI
A,companion,history; how computers work; logic,where-programming-came-from; logic-and-truth,Veritasium,Why The First Computers Were Made Out Of Light Bulbs,"Why the first computers were made of light bulbs: relays, valves and Boolean logic",18.9,explainer,https://www.youtube.com/watch?v=FU_YFpfDqqA,,8600000,FU_YFpfDqqA
A,companion,how computers work; binary & number representation; logic,everything-is-ones-and-zeros; bits-that-flip,Ben Eater,Learn how computers add numbers and build a 4 bit adder circuit,How computers add numbers: a 4-bit adder circuit (13 min),13.7,build / tutorial,https://www.youtube.com/watch?v=wvJc9CZcvBc,,4600000,wvJc9CZcvBc
A,companion,how computers work; logic,logic-and-truth; true-false-and-every-case,Ben Eater,Making logic gates from transistors,Making logic gates from transistors,13.0,build / tutorial,https://www.youtube.com/watch?v=sTu3LwpF6XI,,3000000,sTu3LwpF6XI
A,companion,how computers work; programming practice,doing-it-again; where-programming-came-from,Ben Eater,Programming Fibonacci on a breadboard computer,Programming Fibonacci on a breadboard computer (7 min),7.4,build / tutorial,https://www.youtube.com/watch?v=a73ZXDJtU48,,276000,a73ZXDJtU48
A,companion,how computers work,everything-is-ones-and-zeros,Branch Education,The Engineering that Runs the Digital World 🛠️⚙️💻 How do CPUs Work?,How CPUs work,36.4,explainer,https://www.youtube.com/watch?v=16zrEPOsIcI,,3100000,16zrEPOsIcI
A,companion,how computers work; binary & number representation; logic,bits-that-flip,CrashCourse,How Computers Calculate - the ALU: Crash Course Computer Science #5,"Computer Science 5: how computers calculate, the ALU",11.2,lesson series,https://www.youtube.com/watch?v=1I5ZMmrOfnA,,2200000,1I5ZMmrOfnA
A,companion,how computers work; history,where-programming-came-from; everything-is-ones-and-zeros,PurpleMind,"But, What Is A Computer?",But what is a computer?,17.8,explainer,https://www.youtube.com/watch?v=AM3zNOrgj2A,,9600,AM3zNOrgj2A
A,companion,how computers work; logic,logic-and-truth; true-false-and-every-case,Sebastian Lague,Exploring How Computers Work,Exploring how computers work: gates built up from NAND,18.2,coding project,https://www.youtube.com/watch?v=QZwneRb-zqA,https://nebula.tv/videos/sebastianlague-exploring-how-computers-work/,4000000,QZwneRb-zqA
A,companion,how computers work; logic; binary & number representation,everything-is-ones-and-zeros; logic-and-truth,Sebastian Lague,How Do Computers Remember?,How do computers remember? Latches and flip-flops from gates,19.5,coding project,https://www.youtube.com/watch?v=I0-izyq6q5s,https://nebula.tv/videos/sebastianlague-how-do-computers-remember/,6200000,I0-izyq6q5s
A,companion,how computers work; binary & number representation,everything-is-ones-and-zeros; how-a-computer-stores-a-number,Sebastian Lague,Simulating 256 Bytes of RAM,Simulating 256 bytes of RAM from logic gates,25.8,coding project,https://www.youtube.com/watch?v=HGkuRp5HfH8,https://nebula.tv/videos/sebastianlague-simulating-256-bytes-of-ram/,481000,HGkuRp5HfH8
A,companion,how computers work; logic,logic-and-truth; everything-is-ones-and-zeros,Spanning Tree,A Computer Built With Dominos,A computer built with dominoes: logic gates made physical,8.2,explainer,https://www.youtube.com/watch?v=w6E7aQnA4Ws,,866000,w6E7aQnA4Ws
A,companion,how computers work; binary & number representation; logic,everything-is-ones-and-zeros; bits-that-flip,Spanning Tree,How do computers add numbers so quickly?,How computers add numbers quickly: adders from gates,9.2,explainer,https://www.youtube.com/watch?v=yj6wo5SCObY,,126000,yj6wo5SCObY
A,companion,how computers work; logic; binary & number representation,logic-and-truth; everything-is-ones-and-zeros,Stand-up Maths,"The 10,000 Domino Computer","The 10,000-domino computer: logic gates that fall over",22.4,explainer,https://www.youtube.com/watch?v=OpLU__bhu2w,,1300000,OpLU__bhu2w
A,companion,how computers work; logic,logic-and-truth; everything-is-ones-and-zeros,Steve Mould,I Made A Water Computer And It Actually Works,A water computer that works: logic gates made of water,16.5,explainer,https://www.youtube.com/watch?v=IxXaizglscw,,7300000,IxXaizglscw
A,companion,how computers work; logic,logic-and-truth; true-false-and-every-case,Steve Mould,Mechanical circuits: electronics without electricity,Mechanical circuits: electronics without electricity (Spintronics),19.4,explainer,https://www.youtube.com/watch?v=QrkiJZKJfpY,,8600000,QrkiJZKJfpY
A,companion,logic; binary & number representation; games & puzzles,bits-that-flip,3Blue1Brown,The impossible chessboard puzzle,"The impossible chessboard puzzle, solved with XOR",18.7,explainer,https://www.youtube.com/watch?v=wTJI_WuZSwE,,2100000,wTJI_WuZSwE
A,companion,logic; how computers work,logic-and-truth; true-false-and-every-case,CrashCourse,Boolean Logic & Logic Gates: Crash Course Computer Science #3,Computer Science 3: Boolean logic and logic gates,10.1,lesson series,https://www.youtube.com/watch?v=gI-qXk7XojA,,3300000,gI-qXk7XojA
A,companion,logic,logic-and-truth; true-false-and-every-case,Spanning Tree,An Introduction to Propositional Logic,Introduction to propositional logic,10.5,explainer,https://www.youtube.com/watch?v=5NGKbiA04Cw,,207000,5NGKbiA04Cw
A,companion,logic; how computers work,logic-and-truth; true-false-and-every-case,Spanning Tree,Understanding Logic Gates,Understanding logic gates (7 min),7.5,explainer,https://www.youtube.com/watch?v=INEtYZqtjTo,,1400000,INEtYZqtjTo
A,companion,logic,logic-and-truth; untangling-a-condition,Steve Mould,Can you solve this 4 card puzzle?,"Can you solve this four-card puzzle? (Wason task, 3 min)",3.4,explainer,https://www.youtube.com/watch?v=Hpwd_ns2Wjs,,109000,Hpwd_ns2Wjs
A,companion,logic,logic-and-truth; untangling-a-condition,Up and Atom,Can You Crack This Four Card Code?,Four-card code: the Wason selection task,6.0,explainer,https://www.youtube.com/watch?v=iM9l-ZK0RZI,,20000,iM9l-ZK0RZI
A,companion,logic; games & puzzles,logic-and-truth; four-questions,Up and Atom,Can You Guess Who's Lying? 3 Logic Riddles to Train Your Problem Solving Skills,Three logic riddles about who is lying,12.5,explainer,https://www.youtube.com/watch?v=xjSjxVAbhJ8,,185000,xjSjxVAbhJ8
A,companion,logic; algorithms & complexity,where-programming-came-from,Up and Atom,The Impossible Problem NO ONE Can Solve (The Halting Problem),"The halting problem, at length",20.4,explainer,https://www.youtube.com/watch?v=sG0obNcgNJM,,395000,sG0obNcgNJM
A,companion,maths in society; algorithms & complexity,maths-that-runs-the-world,AlphaPhoenix,Algorithmic Redistricting: Elections made-to-order,Algorithmic redistricting: elections made to order,26.8,explainer,https://www.youtube.com/watch?v=Lq-Y7crQo44,,582000,Lq-Y7crQo44
A,build seed,maths in society; simulation,maths-that-runs-the-world; project-ideas,This Place,The Iterated Prisoner's Dilemma and The Evolution of Cooperation,Iterated prisoner's dilemma and the evolution of cooperation; a strong simulation project,10.0,explainer,https://www.youtube.com/watch?v=BOvAbjfJ0x0,,716000,BOvAbjfJ0x0
A,companion,maths in society; games & puzzles,maths-that-runs-the-world,This Place,The Prisoner's Dilemma,The prisoner's dilemma (5 min),5.8,explainer,https://www.youtube.com/watch?v=t9Lo2fgxWHw,,6000000,t9Lo2fgxWHw
A,build seed,maths in society; simulation,maths-that-runs-the-world,Veritasium,This game theory problem will change the way you see the world,"Game theory and the iterated prisoner's dilemma, with a tournament of strategies",27.3,explainer,https://www.youtube.com/watch?v=mScpHTIi-kM,,25000000,mScpHTIi-kM
A,companion,matrices & vectors,undoing-it; solving-systems,3Blue1Brown,"Inverse matrices, column space and null space | Chapter 7, Essence of linear algebra","Inverse matrices, column space and null space",12.2,explainer,https://www.youtube.com/watch?v=uQhTuRlWMxw,,3800000,uQhTuRlWMxw
A,companion,matrices & vectors,what-a-matrix-does-to-a-picture,3Blue1Brown,"Linear transformations and matrices | Chapter 3, Essence of linear algebra",Linear transformations and matrices: the picture behind the tutorial,11.0,explainer,https://www.youtube.com/watch?v=kYB8IZa5AuE,,7100000,kYB8IZa5AuE
A,companion,matrices & vectors,multiplying-grids,3Blue1Brown,"Matrix multiplication as composition | Chapter 4, Essence of linear algebra",Matrix multiplication as doing one transformation after another,10.1,explainer,https://www.youtube.com/watch?v=XkY2DOUCWMU,,4400000,XkY2DOUCWMU
